"fide_id","name","country","sex","title"
100013,"Campora, Daniel H.",ARG,M,GM
100021,"Quinteros, Miguel A.",ARG,M,GM
100072,"Adla, Diego",ARG,M,IM
100080,"Bianchi, Guillermo",ARG,M,IM
100102,"Cid, Marino Alejandro",ARG,M,IM
100110,"Sanchez Almeyra, Jorge",ARG,M,IM
100129,"Gomez Baillo, Jorge H.",ARG,M,IM
100137,"Zarnicki, Pablo",ARG,M,GM
100153,"Panno, Oscar",ARG,M,GM
100188,"Servat, Roberto",ARG,M,IM
100196,"Sorin, Ariel",ARG,M,GM
100200,"Fiorito, Fabian",ARG,M,IM
100218,"Boissonet, Carlos P.",ARG,M,IM
100234,"Glavina, Pablo",ESP,M,IM
100242,"Ricardi, Pablo",ARG,M,GM
100250,"Slipak, Sergio",ARG,M,GM
100269,"Tempone, Marcelo",ARG,M,IM
100277,"Grynszpan, Mariano",ARG,M,FM
100307,"Paglilla, Carlos",ARG,M,IM
100315,"Poch, Cesar G.",ARG,M,FM
100323,"Soppe, Guillermo",ARG,M,IM
100340,"Hoffman, Alejandro",URU,M,GM
100358,"Llanos, Guillermo",ARG,M,IM
100374,"Bernat, Miguel",ARG,M,IM
100382,"Vidal, Jose Raul",ARG,M,FM
100390,"Cuasnicu, Oscar",ARG,M,FM
100404,"Darcyl, Tomas",ARG,M,IM
100412,"Garbarino, Rodolfo",ARG,M,IM
100420,"Garcia, Raimundo",ARG,M,IM
100439,"Mahia, Gustavo",ARG,M,IM
100447,"Markeluk, Sergio",ARG,M,FM
100455,"Balduzzi, Reynaldo",ARG,M,FM
100480,"Fraile, Jorge",ARG,M,FM
100510,"De La Vega, Hector",ARG,M,FM
100536,"Amura, Claudia",ARG,F,WGM
100544,"Grinberg, Ricardo",ARG,M,FM
100552,"Rodriguez, Jorge Luis",ARG,M,FM
100579,"Schwanek, Carlos",ARG,M,FM
100587,"Valerga, Diego",ARG,M,GM
100595,"Debarnot, Roberto",ARG,M,IM
100617,"Leskovar, Mario",ARG,M,IM
100625,"Monier, Raul",ARG,M,FM
100641,"Casafus, Ruben",ARG,M,FM
100668,"Litovicius, Miguel",ARG,M,FM
100676,"Roca, Alfredo",ARG,M,FM
100684,"Bielicki, Carlos",ARG,M,IM
100692,"D`Arruda, Ricardo D.",ARG,M,FM
100706,"Fraschini, Mariano",ARG,M,FM
100714,"Fulgenzi, Ernesto",ARG,M,FM
100722,"Hase, Juan Carlos",ARG,M,IM
100730,"Needleman, Alejandro",ARG,M,IM
100757,"Capparelli, Damian",ARG,M,FM
100765,"Kanefsck, Gustavo",ARG,M,IM
100773,"Macagno, Sergio",ARG,M,FM
100781,"Tovillas, Daniel R.",ARG,M,FM
100820,"Grushka, Carlos",ARG,M,FM
100846,"Negri, Sergio",ARG,M,FM
100854,"Bertaccini, Daniel",ARG,M,FM
100862,"Restifa, Hector",ARG,M,FM
100870,"Rodriguez, Alberto",ARG,M,FM
100889,"Sumiacher, Carlos",ARG,M,FM
100897,"Bass, Alfredo",ARG,M,FM
100900,"Bialolenkier, Paulo",ARG,M,FM
100919,"Escandell Mari, Juan Carlos",ESP,M,FM
100927,"Mendez, Gustavo",ARG,M,FM
100943,"Trincado, Juan Fernando",ARG,M,FM
100960,"Alpern, Daniel",ARG,M,FM
100978,"Malbran, Guillermo",ARG,M,IM
100994,"Rosito, Jorge",ARG,M,IM
101010,"Sanchez, Fernando",ARG,M,FM
101044,"Aguila, Gustavo",ARG,M,FM
101060,"Cranbourne, Carlos",ARG,M,FM
101079,"Elguezabal Varela, Daniel",ESP,M,FM
101109,"Ramirez, Emilio",ARG,M,FM
101117,"Rappa, Damian",ARG,M,FM
101125,"Suarez, Jose Luis",ARG,M,FM
101141,"Auciello, Sergio",ARG,M,FM
101168,"Justo, Damian",ARG,M,FM
101192,"Perez Pietronave, Carlos",ARG,M,FM
101214,"Schuster, Carlos",ARG,M,FM
101257,"Del Castillo, Gustavo",ARG,M,FM
101281,"Reides, Marcelo",ARG,M,FM
101354,"Justo, Virginia",ARG,F,WIM
101370,"Scarella, Enrique Alejandro",ARG,M,IM
101397,"Borghi, Humberto",ARG,M,FM
101400,"De Dovitiis, Alejo",ARG,M,IM
101419,"Dorin, Mauricio",ARG,M,IM
101427,"Dotta, Juan Carlos",ARG,M,FM
101478,"Morgado, Juan Sebastian",ARG,M,FM
101516,"Anelli, Antonio",ARG,M,FM
101524,"Anino, Sergio",ARG,M,CM
101575,"Varga, Mariano",ARG,M,FM
101613,"Giaccio, Alfredo",ARG,M,GM
101648,"Vassallo Barroche, Mauricio",ESP,M,IM
101672,"Miracca, Juan",ARG,M,CM
101680,"Pacheco, Daniel",ARG,M,FM
101702,"Pingas, Blas Mariano",ARG,M,FM
101710,"Rodi, Luis Ernesto",URU,M,IM
101761,"Biagi, Eduardo",ARG,M,FM
101770,"Filgueira, Hernan",ARG,M,IM
101850,"Godoy, Carlos",ARG,M,CM
101877,"Sabas, Jorge",ARG,M,FM
101931,"Lapicki, Raul",ARG,M,FM
101958,"Piscicelli, Daniel Orlando",ARG,M,FM
101966,"Spangenberg, Hugo",ARG,M,GM
101974,"Ballicora, Miguel",ARG,M,FM
102040,"Martinez,  Alexsandro Javier",ARG,M,CM
102067,"Zukerfeld, Andres",ARG,M,FM
102083,"Fernandez, Jorge",ARG,M,FM
102091,"Juarez, Alberto",ARG,M,FM
102130,"Bulcourf, Carlos",ARG,M,FM
102164,"Del Rey, Diego",ESP,M,IM
102202,"Playa, Marcelo",ARG,M,IM
102245,"Altamirano, Benjamin",ARG,M,FM
102482,"Pla, Silvio",ARG,M,FM
102628,"Ibar, Marcelo",ARG,M,FM
102652,"Burijovich, Liliana",ARG,F,WIM
102660,"Malajovich, Sandra",ARG,F,WIM
102687,"Rizzo, Marina",ARG,F,WFM
102849,"Loiterstein, Mariano",ARG,M,FM
102881,"Langier, Daniel",ARG,M,IM
102920,"Nedilski, Diego",ARG,M,FM
102997,"Villegas, Sandra",ARG,F,WFM
103047,"Mendez, Ernesto",ARG,M,IM
103055,"Minzer, Claudio Javier",ARG,M,IM
103101,"Asensio, Enrique",ESP,M,CM
103128,"Halac, Matias",ARG,M,CM
103179,"Ginzburg, Maximiliano",ARG,M,IM
103250,"Pierrot, Facundo",ARG,M,IM
103411,"Saldano Dayer, Horacio",ESP,M,IM
103489,"Salguero, Francisco",ARG,M,FM
103497,"Rey, Alejandro",ARG,M,FM
103519,"Quiroga, Facundo",ARG,M,IM
103560,"Dolezal, Cristian",ARG,M,IM
103667,"Bruno, Eduardo",ARG,M,FM
103772,"Celis, Gustavo",ARG,M,FM
103802,"Dos Santos, Ramiro",ARG,M,IM
103837,"Campos, Jose Felix",ARG,M,FM
103888,"Hernandez Penna, Sabina",SUI,F,WIM
103900,"Gimenez, Ismael",ARG,M,CM
103942,"Villabrille, Roberto",ARG,M,CM
104019,"Diaz Hollemaert, Nahuel",URU,M,IM
104027,"Bonaveri, Agustin",ARG,M,FM
104035,"Herrera, Laura",ARG,F,WFM
104159,"Hobaica, Juan Pablo",ARG,M,IM
104167,"Pereyra Arcija, Diego",ARG,M,IM
104213,"Panelo, Marcelo",ARG,M,IM
104280,"Cordero, Alfredo",ARG,M,FM
104329,"Labollita, Martin",ARG,M,IM
104388,"Converset, Juan Jose",ARG,M,FM
104426,"Robledo, Nestor Daniel",ARG,M,FM
104540,"Arambel, Sergio",ARG,M,FM
104558,"Recoulat, Eduardo J.",ARG,M,FM
104566,"Bazzano, Sebastian",ARG,M,CM
104680,"Mussanti, Diego",ARG,M,FM
104825,"Burgos, Carlos",ARG,M,FM
104922,"Demaria, Juan Pablo",ARG,M,FM
104981,"Daneri, Martin",ARG,M,CM
104990,"Rago, Sergio",ARG,M,CM
105082,"Moreda, Lucas",ARG,M,FM
105180,"Gamboa, Juan Pablo",ARG,M,CM
105198,"Alonso, Salvador",ARG,M,GM
105228,"Ripari, Marcelo",ARG,M,FM
105309,"Peralta, Fernando",ARG,M,GM
105333,"Arias, Juan Carlos",ARG,M,CM
105406,"Fucek, Claudio",ARG,M,FM
105511,"Restuccia, Francisco",ARG,M,CM
105546,"Albores, Pablo",ARG,M,CM
105554,"Primavera, Cinthia",ARG,F,WFM
105570,"Lorenzini, Martin",ARG,M,GM
105678,"Maidana, Cristian",ARG,M,FM
105775,"Churin, Leonardo",ARG,M,FM
105805,"Bertorello, Juan",ARG,M,FM
105856,"Belmonte, Diego Mariano",ARG,M,FM
106402,"Tobares, Leandro",ARG,M,FM
106445,"Triunfetti, Claudio",ARG,M,CM
106569,"Varela, Gaston",ARG,M,FM
106585,"Marson, Juan Miguel",ARG,M,CM
106720,"Sola, Ruben",ARG,M,FM
106798,"Corsi Ferrari, Nestor",ARG,M,FM
106844,"Leskovar, Matias",ARG,M,FM
107042,"Fernandez Novas, Liliana",ARG,F,WFM
107069,"Felgaer, Ruben",ARG,M,GM
107131,"Martino, Jorge",ARG,M,CM
107182,"Calderon Fernandez, Gervasio",ARG,M,FM
107727,"Mela, Benjamin",ARG,M,IM
107735,"Bernardo, Walter",ARG,M,FM
108030,"Maurino, Lucio",ARG,M,CM
108049,"Flores, Diego",ARG,M,GM
108103,"Fantini, Daniela",ARG,F,WFM
108154,"Real De Azua, Ernesto",ARG,M,IM
108448,"Della Morte, Pablo",ARG,M,IM
108634,"Liascovich, Lucas",ARG,M,IM
108723,"Fama, Ariel",ARG,M,FM
108820,"Lafuente, Pablo",ARG,M,GM
108847,"Airando, Martin",ARG,M,FM
108987,"Maggiolo, Elisa",ARG,F,WIM
109142,"Zuriel, Marisa",ARG,F,WIM
109339,"Flores Mirabal, Nancy",ARG,F,WCM
109410,"Benigni, Daniel",ARG,M,CM
109622,"Perelman, Hernan",ARG,M,FM
109746,"Perdomo, Leandro",ARG,M,IM
109860,"Jimenez, Joaquin",ARG,M,CM
109878,"Lujan, Carolina",ARG,F,IM
110094,"Orsini, Antonio",ARG,M,FM
110124,"Garcia Palermo, Carlos Horacio",ITA,M,GM
110370,"Mazziotti Irigoyen, Gabriel",ARG,M,FM
110434,"Sapienza, Julian",ARG,M,CM
110477,"Fiori, Alberto Nicolas",ARG,M,CM
110485,"Fiori, Hector",ARG,M,CM
110540,"Uboldi, Alejandro",ARG,M,FM
110566,"Barrionuevo, Pablo",ARG,M,IM
110582,"Duarte, Leonardo",ARG,M,IM
110655,"Luconi, Cristian",ARG,M,FM
110833,"Claverie, Raul",ARG,M,IM
110973,"Pichot, Alan",ESP,M,GM
111120,"Di Benedetto, Guillermo",ARG,M,FM
111325,"Meza, Anahi",ARG,F,WFM
111406,"Bentancor, Franco",ARG,M,FM
111643,"Pedro, Fernando",ARG,M,FM
111651,"Bitelmajer, Martin",ARG,M,IM
111724,"Obregon, Andres Carlos",ARG,M,GM
111791,"Carraro, Denise",ARG,F,WIM
111805,"Sarquis, Maria Belen",ARG,F,WIM
111899,"Nejanky, Maisa",ARG,F,WFM
112062,"Cabrera Pando, Ramiro",ARG,M,CM
112151,"Lalanne, Pablo",ARG,M,CM
112275,"Mareco, Sandro",ARG,M,GM
112470,"Ianovsky, Matias Manuel",ARG,M,CM
112488,"Manzone, Alessandro",ARG,M,FM
112518,"Rolles, Maria Julia",ARG,F,WFM
112879,"Cristobal, Manuel",ARG,M,FM
113026,"Spata, German",ARG,M,FM
113034,"Toniutti, Ezio",ARG,M,FM
113115,"Cejas, Jose",ARG,M,FM
113190,"Antonio, Jorge Carlos",ARG,M,FM
113395,"Plazaola, Maria De Los Angeles",ARG,F,WIM
113433,"Villanueva, Mario",ARG,M,IM
113514,"Aguilar, Andres",ARG,M,FM
113522,"Della Morte, German",ARG,M,IM
113581,"Lemos, Damian",ARG,M,GM
113646,"Hernandez Amura, Gilberto",ARG,M,CM
113735,"Needleman, Gaston",ARG,M,IM
113816,"Tristan, Leonardo",ARG,M,GM
113921,"Lovece, Ruth",ARG,F,WFM
114138,"Buttner, Natalia",ARG,F,WFM
114154,"Jurich, Florencia",ARG,F,WFM
114189,"Meza, Hugo",ARG,M,FM
114251,"Randazzo, Adrian",ITA,M,FM
114260,"Cuevas, Alex",ARG,M,FM
114286,"Iermito, Sebastian Dario",ITA,M,IM
114332,"Garzon, Enrique",ARG,M,FM
114421,"Amed, Stephanie",ARG,F,WIM
114650,"Goldwaser, Christian",ARG,M,IM
114669,"Gomez, Carlos David",ARG,M,FM
114685,"Mayorga, Nicolas",ARG,M,FM
114804,"Sanches, Carlos Martin",ARG,M,CM
114839,"Blit, Jacques",ARG,M,IM
114987,"Kovalyov, Anton",CAN,M,GM
115177,"Ruperez, Miguel",ARG,M,CM
115924,"Llorens, Silvio Andres",ARG,M,CM
116262,"Fabian, Gaston",ARG,M,FM
116459,"Fernandez, Maria Florencia",ARG,F,WIM
116483,"Catelli, Hernan",ARG,M,CM
116548,"Pereyra, Juan",ARG,M,FM
116734,"Spector, Sebastian",ARG,M,CM
116777,"Fell, Sebastian",ARG,M,FM
116807,"Krysa, Leandro",ARG,M,GM
116815,"Sanhueza, Cristian",ARG,M,FM
117129,"Lallana, Daniel",ARG,M,CM
117234,"Perez, Maximiliano",ARG,M,IM
117366,"Jabie, Rafael",ARG,M,CM
117420,"Tokman, Ariel",ARG,M,FM
117927,"Perez Ponsa, Federico",ARG,M,GM
118540,"Arias, Juan Cruz",ARG,M,FM
118702,"Martinez, Ayelen",ARG,F,WIM
119229,"Wisniacki, Flavio",ARG,M,FM
119261,"Di Giannantonio, Nino",ARG,M,FM
119288,"Palu, Andres",ARG,M,FM
119296,"Strgacich, Aylen",ARG,F,WFM
120286,"Molina, Pablo Sebastian",ARG,M,FM
121576,"Sosa, Tomas",ARG,M,GM
121657,"Gaitan, Juan Manuel",ARG,M,FM
123153,"Villegas, Franco",ARG,M,IM
123161,"Besso, Guadalupe",ARG,F,WIM
124311,"Acosta, Pablo Ismael",ARG,M,IM
125687,"Villarreal, Agustin",ARG,M,FM
127000,"Languidey, Simon Alejandro",ARG,M,IM
127035,"Lozano, Betania",ARG,F,WCM
128350,"Brizzi, Milagros Tatiana",ARG,F,WIM
128368,"Munoz, Francisco Javier",ARG,M,FM
130990,"Miranda, Rafael",ARG,M,FM
132101,"Falcon, Benjamin",ARG,M,FM
132705,"Sica, Mauro",ARG,M,CM
133248,"Gomez Camacho, Micaela",ARG,F,WFM
133329,"Bellido, Facundo",ARG,M,CM
133450,"Robledo, Cristian",ARG,M,FM
134651,"Garcia Lemos, Federico",ARG,M,CM
134872,"Leto, Enzo",ARG,M,CM
134902,"Villca, Julian",ARG,M,IM
135046,"Kapitanchuk, Tomas",ARG,M,FM
136360,"Suito Nakasone, Catherine",ARG,F,WCM
136956,"Santillan, Leandro",ARG,M,CM
137073,"Cimer, Emanuel",ARG,M,FM
137332,"Perez, Daniel",ARG,M,FM
137472,"Fernandez Mazzetti, Ignacio",ARG,M,FM
138606,"Bellido, Mauro",ARG,M,CM
139327,"Varacalli, Francisco",ARG,M,IM
140848,"Garabano, Gonzalo",ARG,M,CM
141607,"Zapata Charles, Santiago",ARG,M,FM
142611,"Bosco, Giuliana",ARG,F,WCM
143499,"Herrmann, Roman",ARG,M,CM
144258,"Suarez, Mauricio Josue",ARG,M,CM
146137,"Rueda Nessi, Juana",ARG,F,WCM
146650,"Ibarra, Juan Martin",ARG,M,IM
146803,"Campos, Maria Jose",ARG,F,WIM
147222,"Coro, Lucas",ARG,M,IM
147370,"Silva, Luca",ARG,M,FM
152781,"Borda Rodas, Anapaola S.",ARG,F,WIM
153486,"Sanchez, Abril",ARG,F,WCM
159328,"Scarsi, Anna Laura",ARG,F,WFM
160458,"Aranda, Juan Manuel",ARG,M,CM
160911,"Francisco Guecamburu, Candela Be",ARG,F,WGM
161721,"Veliz, Daira Isis",ARG,F,WCM
165883,"Adam, Ernestina",ARG,F,WFM
169013,"Schnaider, Ilan",ARG,M,IM
169420,"Gaite, Karen Nerina",ARG,F,WFM
170720,"Tomeo, Ivan",ARG,M,CM
170933,"Ambrogi, Agustin",ARG,M,FM
172545,"Benedetti, Julio",ARG,M,IM
173444,"Paveto, Kevin",ARG,M,IM
173770,"Zamorano, Jorge",ARG,M,FM
180165,"Fiorito, Francisco",ARG,M,IM
180173,"Fiorito, Joaquin",ARG,M,IM
181358,"Frutos, Leandro Jose",ARG,M,CM
183920,"Cumpe, Lucas",ARG,M,FM
186716,"Moreno Perez, Tobias Sebastian",ARG,M,FM
189898,"Duarte Fernandez, Agustin",ARG,M,FM
191108,"Tobares Dilascio, Oriana Helena",ARG,F,WCM
197564,"Donda, Jazmin",ARG,F,WCM
200026,"Polaczek, Richard",BEL,M,IM
200034,"Jadoul, Michel",BEL,M,IM
200042,"Dutreeuw, Marc",BEL,M,IM
200050,"Rooze, Jan",BEL,M,IM
200069,"Vanderwaeren, Serge",BEL,M,FM
200077,"Weemaes, Ronald",BEL,M,IM
200085,"Geenen, Marc",BEL,M,FM
200093,"Boey, Josef",BEL,M,IM
200107,"Baert, Andy",BEL,M,FM
200115,"Deleyn, Gunter",BEL,M,FM
200123,"Meulders, Richard",BEL,M,FM
200131,"Moulin, Pierre",BEL,M,FM
200140,"De Jonghe, Peter",BEL,M,FM
200166,"Defize, Alain",BEL,M,FM
200174,"Roofthoofd, Marcel",BEL,M,FM
200182,"Denys, Alex",BEL,M,FM
200204,"Tonoli, Walter",BEL,M,FM
200212,"Bogaerts, Jan",BEL,M,FM
200255,"Sadkowski, Daniel",BEL,M,FM
200280,"Goormachtigh, Johan",BEL,M,FM
200298,"Cools, Gorik",BEL,M,FM
200310,"Vandevoort, Pascal",BEL,M,IM
200395,"Barbier, Astrid",BEL,F,WFM
200409,"Kerkhof, Philippe",BEL,M,CM
200433,"Bolzoni, Victor-Angel",BEL,M,FM
200441,"Huesmann, Thomas",BEL,M,FM
200450,"Iclicki, Willy",LIE,M,FM
200468,"Goossens, Hanne",BEL,F,WIM
200700,"Le Quang, Kim",BEL,M,FM
200727,"Claesen, Pieter",BEL,M,IM
200778,"Docx, Stefan",BEL,M,IM
200794,"Thoeng, Paulus",BEL,M,FM
200905,"Van Beers, Eddy",BEL,M,IM
200921,"Lacrosse, Marc",BEL,M,FM
200930,"Gurevich, Mikhail",BEL,M,GM
200972,"Ahn, Martin",BEL,M,FM
200980,"Henris, Luc",BEL,M,FM
200999,"Van Hoolandt, Patrick",MNC,M,FM
201006,"Goossens, Etienne",BEL,M,FM
201073,"Maes, Wim",BEL,M,FM
201260,"Chuchelov, Vladimir",BEL,M,GM
201278,"Claesen, Jeroen",BEL,M,FM
201286,"Van den Brande, Werner",BEL,M,FM
201324,"Van der Stricht, Geert",BEL,M,IM
201502,"Daels, Marc",BEL,M,FM
201707,"Bauduin, Etienne",BEL,M,FM
201782,"De Bruycker, Bernard",BEL,M,FM
201812,"Beeckmans, Felix",BEL,M,FM
201820,"Gulbas, Cemil",TUR,M,IM
201839,"De Wachter, Matthias",BEL,M,FM
201855,"Cekro, Ekrem",BEL,M,IM
201863,"Van Mechelen, Jan",BEL,M,FM
201952,"Piceu, Tom",BEL,M,IM
202029,"Meessen, Rudolf",BEL,M,FM
202037,"De Jonghe, Bruno",BEL,M,FM
202169,"Laurent, Bruno",BEL,M,IM
202274,"Wantiez, Fabrice",BEL,M,FM
202282,"Hautot, Stephane",BEL,M,IM
202355,"Marechal, Andy",BEL,M,FM
202606,"Abolianin, Arthur",BEL,M,IM
202967,"Michiels, Bart",BEL,M,GM
203017,"Plumanns, Dieter",BEL,M,CM
203025,"Demarcke, Dirk",BEL,M,FM
203068,"Blommaert, Jean-Claude",BEL,M,CM
203246,"Renette, Hans",BEL,M,FM
203254,"Vermeulen, Bram",BEL,M,FM
203300,"Filipek, Jakub",BEL,M,FM
203319,"Gorshkova, Irina",BEL,F,WFM
203602,"Froeyman, Helmut",BEL,M,FM
203670,"Verduyn, Frederic",BEL,M,FM
203866,"Geirnaert, Steven",BEL,M,IM
203882,"Dgebuadze, Alexandre",BEL,M,GM
204145,"Saiboulatov, Daniyal",BEL,M,IM
204269,"Decoster, Frederic",BEL,M,FM
204307,"Michiels, Rob",BEL,M,FM
204382,"Driessens, Patrick",NED,M,FM
204412,"Vandenbussche, Thibaut",BEL,M,IM
204439,"Akhayan, Ruben",BEL,M,FM
204552,"Draftian, Ashote",BEL,M,FM
204625,"Gregoir, Christophe",BEL,M,FM
205044,"Maenhout, Thibaut",BEL,M,IM
205559,"Real, Thibault",BEL,M,FM
206016,"Ponnet, Hendrik",BEL,M,FM
206024,"Bomans, Arno",BEL,M,FM
206962,"Maddens, Martijn",BEL,M,CM
207608,"Sarrau, Jelle",BEL,M,FM
208027,"Ringoir, Tanguy",BEL,M,GM
208078,"Godart, Francois",BEL,M,IM
208671,"Goossens, Roel",BEL,M,FM
208701,"De Schampheleire, Glen",BEL,M,IM
209317,"Hamblok, Roel",BEL,M,FM
209511,"Soors, Stef",BEL,M,IM
209651,"Nijs, Nils",BEL,M,FM
210030,"Baekelant, Eva",BEL,F,WFM
211435,"Lenaerts, Lennert",BEL,M,FM
214809,"De Vleeschauwer, Maarten",BEL,M,FM
217441,"Jacobs, Michiel",BEL,M,CM
223654,"Verstraeten, Rein",BEL,M,IM
224715,"Capone, Nicola",BEL,M,IM
226343,"De Strycker, Nathan",BEL,M,FM
228249,"Sterck, Arno",BEL,M,FM
228818,"Vanhuyse, Nele",BEL,F,WFM
230804,"Fontaine, Quentin",BEL,M,FM
233161,"Boucquet, Emile",BEL,M,CM
235555,"Ismaili, Afrim",BEL,M,FM
235725,"Pirard, Natan",BEL,M,FM
238430,"Huynh, Laurent",BEL,M,CM
240990,"Dardha, Daniel",BEL,M,GM
241156,"De Waele, Warre",BEL,M,FM
241725,"Maerevoet, Sim",BEL,M,IM
246336,"Vanduyfhuys, Daria",BEL,F,WFM
247936,"De Rycke, Tyani",BEL,F,WFM
248886,"Dauw, Sterre",BEL,M,FM
250511,"Dreelinck, Jacob",BEL,M,FM
257257,"Victor, Julian",BEL,M,FM
257931,"Anciaux, Adrien",BEL,M,FM
262757,"Degrande, Marigje",BEL,F,WFM
263036,"Herman, Jean",BEL,M,FM
263621,"Roos, Adrian",BEL,M,FM
264865,"Hauchamps, Maxime",BEL,M,FM
300020,"Smejkal, Jan",CZE,M,GM
300047,"Blatny, Pavel",CZE,M,GM
300055,"Meduna, Eduard",CZE,M,GM
300071,"Hracek, Zbynek",CZE,M,GM
300080,"Pekarek, Ales",CZE,M,IM
300128,"Jansa, Vlastimil",CZE,M,GM
300152,"David, Pavel",CZE,M,IM
300160,"Haba, Petr",CZE,M,GM
300179,"Nun, Jiri",CZE,M,IM
300187,"Pribyl, Josef",CZE,M,IM
300209,"Ambroz, Jan",CZE,M,IM
300217,"Lechtynsky, Jiri",CZE,M,GM
300225,"Prandstetter, Eduard",CZE,M,IM
300241,"Zurek, Milan",CZE,M,IM
300250,"Dobrovolsky, Ladislav",CZE,M,IM
300268,"Firt, Stanislav",CZE,M,FM
300292,"Poloch, Petr",CZE,M,IM
300306,"Rasik, Vitezslav",CZE,M,GM
300314,"Spacek, Petr",CZE,M,IM
300381,"Klimes, Jaromir",CZE,M,FM
300403,"Langner, Ladislav",CZE,M,IM
300411,"Polasek, Jaroslav",CZE,M,IM
300420,"Sikora-Lerch, Jan",CZE,M,IM
300454,"Mozny, Milos",CZE,M,IM
300462,"Pastircak, Milan",CZE,M,IM
300470,"Cizek, Antonin",CZE,M,FM
300500,"Stratil, Ladislav",CZE,M,IM
300535,"Votava, Jan",CZE,M,GM
300543,"Hlousek, Zdenek",CZE,M,FM
300551,"Kucera, Petr",CZE,M,FM
300560,"Polak, Tomas",CZE,M,GM
300586,"Zpevak, Pavel",CZE,M,IM
300594,"Bakalar, Petr",CZE,M,FM
300608,"Brychta, Ivan",CZE,M,FM
300616,"Danek, Libor",CZE,M,FM
300624,"Piza, Vlastimil",CZE,M,FM
300632,"Babula, Milan",CZE,M,IM
300640,"Mista, Ladislav",CZE,M,IM
300659,"Velicka, Petr",CZE,M,GM
300667,"Beil, Zdenek",CZE,M,IM
300683,"Richtrova, Eliska",CZE,F,WGM
300705,"Neckar, Lubomir",CZE,M,IM
300721,"Znamenacek, Kvetoslav",CZE,M,FM
300730,"Cempel, Jaroslav",CZE,M,FM
300756,"Biolek, Richard",CZE,M,IM
300772,"Hrbolka, Ladislav",CZE,M,FM
300799,"Pokorny, Zdenek",CZE,M,FM
300829,"Vodicka, Vladimir",CZE,M,FM
300853,"Orsag, Milan",CZE,M,IM
300900,"Cesal, Jaroslav",CZE,M,FM
300918,"Hornicek, Jiri",CZE,M,FM
300942,"Bretsnajdr, Vladimir",CZE,M,FM
300950,"Dolezal, Martin",CZE,M,FM
300985,"Hajek, Michal",CZE,M,FM
300993,"Jurek, Josef",CZE,M,IM
301019,"Votruba, Pavel",CZE,M,IM
301027,"Karlik, Vladimir",CZE,M,FM
301035,"Papacek, Stepan",CZE,M,FM
301116,"Mudrak, Josef",CZE,M,FM
301183,"Netusil, Miloslav",CZE,M,FM
301256,"Vrbata, Zbynek",CZE,M,FM
301264,"Babula, Vlastimil",CZE,M,GM
301337,"Zabystrzan, Pavel",CZE,M,FM
301388,"Sobek, Jaroslav",CZE,M,FM
301469,"Walek, Milan",CZE,M,FM
301477,"Freisler, Pavel",CZE,M,IM
301515,"Krnavek, Lubomir",CZE,M,FM
301531,"Pala, Vladimir",CZE,M,FM
301566,"Krouzel, Jaroslav",CZE,M,FM
301574,"Prymula, Roman",CZE,M,FM
301582,"Seifert, Milan",CZE,M,FM
301647,"Vokoun, Jan",CZE,M,FM
301795,"Illetsko, Jaroslav",CZE,M,CM
301841,"Vavra, Pavel",CZE,M,IM
301868,"Maskova, Jana",CZE,F,WIM
301965,"Nemec, Pavel",CZE,M,FM
302031,"Pacl, Vaclav",CZE,M,FM
302066,"Vrana, Frantisek",CZE,M,FM
302139,"Cech, Pavel",CZE,M,IM
302155,"Krcmar, Zdenek",CZE,M,FM
302244,"Lys, Josef",CZE,M,FM
302325,"Mojzis, Jaroslav",CZE,M,FM
302392,"Pribyl, Martin",CZE,M,IM
302457,"Sejkora, Vlastimil",CZE,M,FM
302520,"Kisova, Petra",CZE,F,WFM
302562,"Horakova, Dana",CZE,F,WFM
302589,"Skacelova, Libuse",CZE,F,WFM
302597,"Kubikova, Hana",CZE,F,WFM
302619,"Mozna, Eva",CZE,F,WFM
302651,"Modrova, Hana",CZE,F,WFM
302759,"Pulpan, Jakub",CZE,M,IM
302767,"Svobodova, Michaela",CZE,F,WFM
302805,"Korenova, Martina",CZE,F,WIM
303224,"Jirovsky, Milos",CZE,M,GM
303259,"Nedela, Vlastimil",CZE,M,IM
303267,"Kozak, Milos",CZE,M,FM
303291,"Jirovsky, Pavel",CZE,M,IM
303445,"Talla, Vladimir",CZE,M,GM
303470,"Pletanek, Jan",CZE,M,FM
303496,"Zvolanek, Libor",CZE,M,FM
303526,"Ramik, Zdenek",CZE,M,FM
303690,"Obsivac, Josef",CZE,M,FM
303720,"Bartak, Vladimir",CZE,M,CM
303739,"Oral, Tomas",CZE,M,GM
303976,"Michalek, Jan",CZE,M,IM
304000,"Zvara, Petr",CZE,M,IM
304050,"Krupkova, Petra",CZE,F,WGM
304069,"Ruzicka, Petr",CZE,M,FM
304123,"Frolik, Martin",CZE,M,FM
304140,"Hosek, Milan",CZE,M,FM
304174,"Svatos, Jan",CZE,M,FM
304239,"Hlavnicka, Jiri",CZE,M,FM
304271,"Folkova, Martina",CZE,F,WFM
304379,"Sosna, Jan",CZE,M,IM
304450,"Horak, Michal",CZE,M,FM
304468,"Schula, Michal",CZE,M,FM
304670,"Orsagova, Silvie",CZE,F,WIM
304689,"Pisk, Petr",CZE,M,IM
304735,"Dolezal, Radoslav",CZE,M,IM
